iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target
1,3027.7861028087705,26.36985440679352,42.51735095762649,9.0300288195774,3.6896144477411323,4.867457587646441,39.51694186715258,0.9696502931603298,0.97
2,7685.792752406403,-17.1979805192028,-7.719176742405555,3.691601839710705,1.3704780663324532,19.15613336860487,84.84262430764062,0.8712248910613519,0.41
3,4496.146209170843,10.648196487191143,4.236288307527982,1.6029096332835544,0.23368952852597025,7.129162021078229,72.56413443260251,0.2220112765963506,1.17
4,7186.576313609896,-19.291795724183743,24.602558480199036,6.49776280693913,2.843362822833476,6.098592726277329,56.71875048704812,0.39820571706802727,0.41
5,2075.4458211727865,6.584371782536344,16.512956869110795,7.806130571173334,4.1014564714211605,16.820055748840964,43.974069045428074,0.664136112458222,1.31
6,301.55465153539484,19.717088041061004,1.273002113914604,5.108461338920907,3.2756804390852743,15.483711632325738,92.99452392205454,0.11445492566551892,0.42
7,2662.2040737361194,1.3473965091782816,-10.97117408755779,9.384747256448227,2.157315252615047,10.360957681890714,2.563748626207772,0.44917466547769963,0.41
8,720.6795297110953,15.9403419490855,20.151544467560242,2.7738326689479456,4.438319229206577,0.07093599185597954,51.51405731152816,0.8410795135051686,0.49
9,1242.6989918685688,-24.490821490973698,39.39817015034436,5.961003240163492,0.3904856468522613,14.214519501630749,26.65884694237924,0.6871728516771384,0.41
10,5690.226758981877,-12.927338068066998,-15.893929640098833,1.2148537038186797,3.3624576545064597,3.1832626736445824,30.630183789779693,0.2762025440396565,0.41
11,6041.056992588606,-26.716929429110547,-2.59724786640912,6.765837669657913,1.0211124384359276,1.7302387118933484,96.45286750233073,0.13928391134866627,0.41
12,4981.150091599136,2.2419219412486697,46.70862615050042,8.530877754007978,4.707873126528001,11.28654137823667,77.7217772563253,0.5178219164105561,2.05
13,6788.799055182552,-4.173819544687841,12.44993880953242,4.457174144267715,2.581606126846805,9.203690628930957,9.982092108332198,0.7762817095988407,0.41
14,3264.9698065283123,23.893132806317766,30.652782868806753,0.671341426866382,1.810452058810511,12.294114669110925,63.93239289804898,0.5643509878275521,2.13
15,3836.5973033528126,-8.606671632546089,33.165864371295164,2.1184915331599807,0.9451284668906677,18.436318286132497,13.701316179591066,0.012848107927118798,0.41
16,3406.6843061252566,-18.479848390753393,14.924048442754792,2.5398756764192196,3.284507846954901,6.810656026852195,23.026224367502632,0.2292826012027428,0.41
17,4031.038211126979,12.883860477415201,-12.178512237724172,4.636321616746533,4.657102909523398,5.375985545231791,10.576300711623357,0.051916703046476484,0.41
18,3577.721810241543,-17.384077340692308,15.340427581575629,4.636321616746533,3.5076717154695958,3.6722107375178297,68.7392062143267,0.05239965758564031,0.41
19,4031.038211126979,10.487676439788178,-1.3056491626791749,4.636321616746533,3.0804580275049784,2.7468361854390047,73.46156265462977,0.5537444849430923,0.41
20,4158.8497897210655,26.958766705388275,2.789288030364898,6.444063701401895,1.6501239859134982,9.786153757155528,47.96811921799335,0.5537444849430923,2.82
21,3593.1827634080805,-6.2458454280708,35.7205965128476,7.378863217145216,2.724186432918395,11.622315019754069,44.33237255836317,0.3872121278797752,0.41
22,1042.2444404505436,12.27358409242418,-4.115834944820434,3.2445492306763506,3.2950765435348957,2.2672388384314814,90.70823192581838,0.46062316428314953,0.41
23,4099.64503995695,-25.90895597550698,44.21210334733387,4.519228148984324,0.39172347895221427,1.1978293104478435,4.158552525962046,0.25672280712423384,0.41
24,4032.9679629471084,-12.456326828545109,35.01515962707428,0.8530321438113286,3.8179443288422066,11.622315019754069,73.13357913005261,0.282817165290647,0.41
25,4110.00522753381,-10.521972008823695,16.310238356615677,8.501584428582174,3.0261763453940036,10.955800728737813,73.13357913005261,0.2588018599246818,0.41
26,7143.945848444098,12.861259890518102,-4.796666502374043,5.123834013732296,1.4139655377185425,9.037528487826565,41.44203847613435,0.5288877647801498,0.41
27,659.7444579814365,26.572530926184974,44.21210334733387,1.6754595210891168,4.361051261904059,3.105427291067624,73.13357913005261,0.5415489364165907,0.41
28,5147.5592761655325,-17.58555050388917,27.25350377999562,6.736304120898468,1.3450729551968437,5.857450779971037,73.13357913005261,0.1410630608910796,0.41
29,2273.32205286831,-15.386234969910728,-15.34395699751997,0.42201074820896045,0.9882175578553283,17.566033545635705,4.623878748201829,0.7184077535164356,0.41
30,2123.7159957155145,-24.771362059381726,2.0098038531589615,4.445609876149176,1.6847110064647515,12.917272033399472,83.9746063750809,0.8455413760685484,0.41
31,7355.395916168058,-16.19190752884374,39.635674200232316,4.547708093319303,1.1707067856890108,15.769478288323118,26.474370644549367,0.5691145653470504,0.41
32,3576.0676850210784,-28.09557789205429,-13.796943431096695,3.8985977513260077,3.26903461111725,11.622315019754069,47.31316577130117,0.5820426060549454,0.41
33,3352.224220469273,8.664865022921262,15.66040562390574,4.202498126210093,0.6338305172234288,12.09856643376668,73.13357913005261,0.5372131253957113,3.22
34,356.588802481274,-19.809791606290656,-18.09777682895492,3.414132215843824,0.8733606394346918,11.87628558024248,59.313872187946906,0.498242583197604,0.41
35,3738.47257945508,24.908540099705725,18.633431650740988,4.2659361348648615,1.6301217871887397,2.547577778724754,80.14479570462325,0.5359978633210448,3.56
36,2468.4973151931663,26.400321115930886,33.29760740755427,1.3947860619217918,0.32022570129835914,9.671789071963186,93.46762364361138,0.8758570964172672,1.04
37,1982.399592055913,-15.054306811130429,-11.000301541270167,5.288188911358305,0.9839889842249807,13.918628411672477,52.70638885364188,0.546318869636984,0.41
38,4732.149412290912,17.2880732168699,24.98795170576834,3.715685897435068,3.7650061343664634,7.940783212583084,84.96561569434225,0.1355655410649073,5.62
39,2010.1383573042108,17.096557779893804,-13.16723144717578,4.090912135649381,4.707259361688957,7.14583974223225,25.97525375250271,0.5230752900369996,0.41
40,4516.492392193283,8.31323548979977,-13.854164885513628,4.319048721396102,1.4857984757172642,15.731249910347339,76.5018143844372,0.3320198274891759,0.41
41,3036.1893721154693,1.3865730605333906,2.3368192353460913,6.051143117283664,4.435929603258043,16.737953158565382,75.88186162732512,0.5150846053714158,0.41
42,2980.702034717455,3.9935740436526803,-8.849764302357503,4.425582785935076,2.3023218429217107,9.509560582027877,91.21929686476341,0.4107111179045695,0.41
43,6812.553288723951,-15.511107503091598,34.10507165258977,9.083899697688977,3.838375829324536,5.703237661479328,78.69498454124899,0.3697315591396618,0.41
44,2189.6160988144484,-17.28111956096981,14.604911646184835,8.74632493553713,3.8191609576788594,7.14583974223225,2.6427082669034956,0.6954919885305129,0.41
45,1730.7579489222865,1.756471666327295,14.604911646184835,5.870384298750488,4.058152464593605,13.684784480950121,64.08805289656021,0.3320198274891759,0.67
46,4787.568383863206,-17.831928101036794,-12.21252613015615,4.442145700898491,0.5785772539606968,8.811473420604393,90.0109309886141,0.40146614659959245,0.41
47,1452.743224430325,25.128021494194517,18.58498254129067,3.7600082762344735,0.27528621981649354,6.7391356040776556,38.7665189810196,0.3320198274891759,0.7
48,1921.3246065743842,-22.836979491195788,41.27147384400825,3.4390005654095495,3.196585130055347,9.375948667492962,69.73709603746676,0.9380523198341139,0.41
49,3239.9296681620694,10.682070713763867,6.115668387768562,4.090912135649381,1.9679787057124942,8.25564922416771,82.32094006077419,0.3320198274891759,1.58
50,3464.5845913841995,-20.822416425517883,4.989178857036057,7.913875674690616,3.4257593854655926,17.444182203465804,74.25622571559687,0.3495953905300062,0.41
51,3036.1893721154693,3.439691937767261,11.654830709740306,4.090912135649381,2.1658645202752576,7.625966363763499,50.76265860504398,0.3320198274891759,2.23
52,5777.726661417881,22.381436775040974,17.14427242158064,5.5568836472925,4.664418668741122,2.650532596925781,48.12393473709508,0.8054823183993285,7.88
53,4894.034792521335,16.184315612215958,21.416483962206556,0.8979451244173405,0.270126568228657,3.501560923549497,40.35893401079464,0.9071708276990367,6.37
54,4125.705216053641,2.4253200648972086,14.786390471280425,8.192052244374896,2.02729342676527,11.491897655781225,79.0846891437456,0.33863830701729797,2.67
55,3382.6485092826642,9.304482203026769,28.943464018754018,4.190593818639642,4.1805348579126775,8.756593831891287,40.03622608040878,0.3581490824692765,2.98
56,3197.2321181046186,23.51966942911585,38.08859986400877,4.649755683704861,4.88505209524953,5.390224196563133,97.01060282117352,0.38247727749809485,1.58
57,2973.867837701891,8.280473647608018,28.943464018754018,1.2885856825065138,1.701327388162829,5.941066396893871,43.93063603032708,0.1231459105213519,2.27
58,4180.145372219722,8.653345953010254,38.10971937290606,6.338093739555907,1.6939563274255478,3.4958328216902523,43.95511679953137,0.5419467752428933,3.91
59,5005.163473920276,19.738433638290502,29.764755593760366,6.640926707861521,3.6556284721297665,2.686488575620107,64.7768504010315,0.5496927738940625,5.38
60,4943.746821853616,8.904903085996747,28.943464018754018,2.721935307304779,2.084124005999565,10.429238092679215,62.72947096537333,0.563403247421031,6.24
61,5171.088817928591,25.774431399488495,45.23876527141724,4.586278877911938,1.6658650131760901,5.713756913089758,77.93857074651554,0.35550715775410674,1.47
62,3354.401025455467,12.011684918340658,30.151797666617288,0.9491085451306763,1.9493214114674748,11.072478406917563,73.89088085804617,0.34450987283583323,2.77
63,3767.6710075214696,8.663713523521452,28.859124975261622,8.282741816862906,2.479164750651194,7.952825014605442,51.332302512559814,0.7382929687697205,3.8
64,5435.115454240055,8.307554840354141,3.521284863088033,2.1925128933475784,1.3997594890549692,7.006973113255873,41.754630375207014,0.31580618078249345,0.76
65,5289.621441581737,9.231565009980613,25.483068806127743,1.0568190834113083,1.731314376261988,6.574390935021485,52.283749376516944,0.5389894646074741,7.19
66,6481.136925988247,14.852409188287192,21.935191091236646,7.849390958959232,1.962496992718466,11.42045262891971,41.75420634963401,0.741986586915623,8.96
67,4748.32313205245,3.3045862195320224,29.17590014148005,1.6680611437985227,1.7706291916938564,7.377098394228279,74.6307978405534,0.5908526403742514,6.16
68,2717.0318928385714,15.004675994970595,31.197006792031186,1.8993891885288865,3.24069174319642,9.467205111121286,53.872226415618925,0.24958021810371206,1.66
69,2502.581736960138,25.676059988073003,11.445547793509329,6.977553516637181,2.1895472776431077,12.263423188633022,74.83299338835324,0.714777709535829,1.6
70,4708.8149208910045,5.076132111907952,20.837359362517244,1.0908813071124956,3.0675666880937884,8.23225397880457,71.97755839976568,0.5304828901087723,6.42
71,4802.230784685579,7.524825049799004,20.837359362517244,1.8789261757283242,3.54119434663732,12.189119876281907,41.28055401382064,0.25643408845515986,6.56
72,5073.2133577886825,8.567235114203372,21.924453264226877,9.957425162585738,2.051688112106496,4.017969336488121,40.09274917965111,0.18933792167125227,7.05
73,6000.867743569692,16.559210422030905,20.837359362517244,9.955318680246418,0.6564739985810031,3.889938721280836,57.861109950767094,0.6174790189116742,8.33
74,4754.173427527248,8.282135838825464,18.345065682718023,8.04821203532607,2.2398306300366153,10.990139272642441,54.786365779430774,0.8015132336828761,6.5
75,5064.822959156972,16.837111980381884,19.26665320289268,0.849953321556029,2.059586768312704,8.968084619680244,51.267568959628875,0.6680191978252064,6.8
76,6895.501161417222,9.142772116062753,20.718080808586166,8.04821203532607,2.0654109436745247,8.968084619680244,50.28939095220686,0.9040010054351153,9.57
77,5285.205585398885,3.8747309268185135,32.50545202730588,9.438703665007221,1.974694112123059,6.903580803593217,65.16978665394852,0.405539589384202,6.83
78,5267.3464952976465,4.952100988341321,20.467317499096374,9.570240291518498,2.1471482999875913,7.869659494910385,71.07703773092477,0.5571272648363524,7.51
79,4790.79099101549,4.017294457226795,21.354439829789733,1.0511574091135394,1.2283341565272015,8.294240994338903,42.35831795628437,0.08923327775249387,6.6
80,5806.817100234193,10.487056749063477,27.50341930322344,1.4297618980773068,1.199507878004444,8.4526162321987,49.00264555648269,0.7872400080929932,7.73
81,5088.466087925203,4.696606991391437,27.921901868879996,8.305273044281455,2.733102864677487,8.294240994338903,40.721097479741395,0.31147984763167313,6.86
82,5749.465517869783,10.487056749063477,20.87753370431099,1.4265024083876257,1.2470744777690088,6.598310015002393,40.62515926291912,0.8286420689701764,8.19
83,6041.893299264064,12.681243326043479,16.713901901850324,1.6058603833126361,0.5449836397985539,16.52163977378509,39.97339602994055,0.28821408615807576,8.64
84,5843.369176806563,12.741109324777609,16.732317653401097,0.8974066769358506,4.77195215374551,9.084500435085092,40.66570841364865,0.8528339039479386,8.36
85,5843.369176806563,12.741109324777609,28.23440649333508,4.672901017605244,2.7471996753311645,5.564099042846313,49.4805412826336,0.8202277469820889,7.52
86,5854.755739428122,10.346594657556677,18.16324186823117,4.672901017605244,0.6248578126913601,5.306485291365046,71.09246159789339,0.7999111722945369,8.39
87,5997.604655160854,4.360182227920944,20.444649663750834,4.672901017605244,2.6697199224744215,10.639125654475489,40.99228301029704,0.444141686171387,8.59
88,5843.369176806563,9.43634863940979,20.871089770681056,4.672901017605244,3.706539039007567,3.7831621739250614,42.0468847559618,0.5870558107511242,8.35
89,5824.783912345162,18.04296326414438,18.249862975267536,4.672901017605244,0.5631438794714408,6.418717759645126,40.630704572647566,0.5538509329228829,8.12
90,5843.369176806563,7.681109324304707,20.3852356013178,8.805831679465125,1.3445968256338727,16.178912865077784,41.18176415728238,0.444141686171387,8.38
91,5843.369176806563,14.261761978758056,26.020710934826763,8.756097321773254,0.6290508931353656,15.244745524383928,40.51773158378026,0.8510041332941071,7.67
92,5843.369176806563,12.741109324777609,21.6084997885468,8.80248301602738,0.6125375652483962,6.820771952167256,49.428013356124694,0.4420044579117709,8.23
93,5857.550162444973,9.750148333942843,20.655368766762358,4.672901017605244,2.97650461710686,14.71875306267508,70.74604970936156,0.444141686171387,8.37
94,5843.369176806563,11.926815542556746,19.811724323579647,1.240767204776798,0.6987554667487608,14.955097779142504,42.134337754115464,0.7985404377361086,8.31
95,5843.369176806563,10.756506482902429,19.542695252265773,4.672901017605244,1.249710201767196,3.172844618180151,43.29189606036132,0.434013124368085,8.35
96,5876.586568903648,5.240591175568746,19.710079562661136,1.7731951288136227,1.5235716602620222,8.463508816597429,49.428013356124694,0.4568047754283258,8.44
97,6023.057026470284,14.943236917644972,19.542695252265773,1.4843566103337855,0.7872411252261663,2.6900932853100463,67.60032641034704,0.290676214325922,8.48
98,6047.4624133414745,14.821752008947353,19.542695252265773,0.9996217693862205,1.2505459732916417,8.723309698240028,68.2072270345762,0.444141686171387,8.52
99,5843.369176806563,12.741109324777609,19.542695252265773,4.537090257793948,1.3682126353826751,2.936136371540144,51.68786108291648,0.8395735724631764,8.3
100,5981.994363528696,13.176175616980785,16.963781999390843,1.250294963203738,1.223640300075798,11.742061892434549,49.428013356124694,0.46040645681379866,8.54
101,6292.14293956665,12.741109324777609,16.80525217155381,0.8756521895737918,1.223640300075798,8.49907943608365,68.795157210179,0.3171284326774149,8.94
102,6321.051496074699,13.650226129934163,16.83779905559259,4.471013013080736,1.5911377193340417,9.966047408317172,48.232187116539016,0.47752987416107456,8.97
103,6317.744749298887,6.864635965990772,20.3456466102084,6.161925912208395,0.26834897454900797,10.566590160609877,68.52565169067609,0.9226039605140781,8.98
104,6534.11641032166,4.745658282711201,20.010496650048065,5.28199976475701,0.9350807800386312,11.905363207137494,58.394350971557124,0.33293774070647514,9.19
105,2962.787392525717,13.729248888805502,18.02427495574898,4.203190839159577,0.9820163945757473,3.629419389272675,49.890323349818594,0.62452818996579,2.42
